(46.02991344407359, 55.96894228312231)
(39.31577372850417, 51.285749298672656)
(38.13664596417535, 44.86778377636856)
(41.871030360713924, 53.56058009458522)
(37.58968129379348, 57.97191317249015)
(37.71214727735425, 45.71508163675576)
(36.72663507643814, 56.410848844340265)
(39.475507272060604, 53.28872018804049)
(40.02247194244247, 59.5790870052801)
(35.19415820514017, 38.17788453858082)
(40.33855348941595, 45.98214442200481)
(39.79158881903408, 42.35738690914322)
(41.43248283017968, 59.5790870052801)
(40.72578461624138, 46.69591088976749)
(41.00798414335858, 57.97191317249015)
(37.58968129379348, 48.86277431943178)
(42.6116105945085, 55.209066310719564)
(36.05720442249551, 38.614846360625265)
(35.51023975211365, 52.487531832293364)
(34.33111198778482, 51.152217906048136)
(35.54750731210932, 51.902425826920606)
(40.33855348941595, 45.51969238252303)
(32.374136429665754, 41.55026586583606)
(40.02247194244247, 49.684508153442735)
(36.179670406056275, 60.38027536102724)
(38.259111947736116, 44.86291284613396)
(36.21693796605195, 45.345984172818476)
(34.84080909817102, 58.459929238348174)
(39.475507272060604, 43.071153376905905)
(37.783296857206196, 48.50828964619828)
(42.417995031095785, 52.846813626822545)
(37.58968129379348, 47.841768249340014)
(41.00798414335858, 51.285749298672656)
(42.6116105945085, 47.49109274901568)
(34.60992597476263, 60.38027536102724)
(40.84825059980214, 49.12002143527272)
(42.22437946768307, 50.32180396889342)
(40.6919025963851, 44.538863129511306)
(42.22437946768307, 53.56058009458522)
(37.07998418340729, 51.285749298672656)
(36.410553529464664, 55.96894228312231)
(42.22437946768307, 58.3773044716594)
(39.79158881903408, 42.97779880136142)
(41.00798414335858, 55.01960974404686)
(43.40350723201189, 43.65519762495323)
(39.122158165091456, 51.285749298672656)
(36.410553529464664, 43.32246780518681)
(36.05720442249551, 49.355587506585486)
(42.8938101216257, 45.386160989898514)
(37.3587981703851, 41.64362044138055)
(38.4899950711445, 57.97191317249015)
(38.92854260167874, 51.70809833001331)
(40.14493792600324, 45.9870153522394)
(34.6471935347583, 40.395728403119776)
(37.74941483734992, 43.53360541638768)
(37.39606573038077, 53.46349015507049)
(36.88636861999458, 48.743855717511046)
(35.316624188700935, 38.19363289554896)
(38.80607661811798, 47.54320875015469)
(38.13664596417535, 52.800704122182474)
(37.94303040076263, 44.19419412568592)
(35.51023975211365, 57.25814670472747)
(38.80607661811798, 39.13809450438981)
(42.417995031095785, 55.96894228312231)
(45.48294877369173, 47.64524342884294)
(41.554948813740445, 46.947225318048396)
(38.76880905812231, 48.25697521791737)
(35.19415820514017, 44.4525768077912)
(37.07998418340729, 43.95862805437315)
(37.58968129379348, 45.361732529786615)
(37.94303040076263, 55.96894228312231)
(39.66912283547332, 55.96894228312231)
(38.13664596417535, 49.59115357789825)
(38.259111947736116, 49.59115357789825)
