(1489.2911285186638, 2128.681539568645)
(1505.3830817218602, 2112.523253112691)
(1530.2303618744613, 2137.748263901516)
(1499.9516079393234, 2182.7577494611764)
(1490.9073103825226, 2259.2905615907516)
(1507.489127519962, 2095.387913147213)
(1512.0831725937164, 2208.593249234451)
(1468.683050901844, 2166.71171778029)
(1523.4450725790398, 2077.4203997773834)
(1492.0864381468514, 2164.2440975278505)
(1483.4559759732979, 2182.20242108206)
(1508.6929674315775, 2148.749625432689)
(1509.7554135447758, 2119.1586175989337)
(1475.5840351005475, 2156.675698951495)
(1461.193462184775, 2036.9451226883357)
(1495.0429747495996, 2028.4054487220424)
(1456.9949127491288, 2232.649002531495)
(1489.0321477078292, 2114.122042078093)
(1510.2708949875919, 2191.4502909231546)
(1492.0806538144213, 2183.630356491701)
(1497.6761520419402, 2176.2425463814793)
(1508.251034360904, 1990.3494850572044)
(1505.525380881564, 2171.2048687237966)
(1500.4090832847146, 2145.047737984306)
(1486.1980770886416, 2078.785267950214)
(1501.5426789777646, 2159.009640193432)
(1491.0670439260791, 2072.2665509333633)
(1519.11579264855, 2125.481911932129)
(1471.1695567464924, 2249.897402220273)
(1527.1455749557222, 1969.985110826504)
(1502.9149156223505, 2165.919316766047)
(1464.945280965166, 2206.5765462644054)
(1470.6506897635368, 2154.3303301908304)
(1507.9954390902087, 2187.4162591292757)
(1484.2478726108016, 2149.055474612515)
(1465.4888600954084, 2190.575890996011)
(1501.7000137290304, 2170.0998474645135)
(1502.7624598422283, 2191.8663786017582)
(1508.943683731129, 2086.166702519242)
(1510.5845777422746, 2171.4612017001896)
(1492.8749492442155, 2131.3159070153247)
(1492.2907170138378, 1975.2788666043423)
(1492.9974152277764, 2184.3233560543836)
(1501.18303885521, 2019.2491051775971)
(1529.6257897847847, 1981.3681663360273)
(1480.5101026741233, 2161.8309382180178)
(1498.2908807520348, 2120.0807408328915)
(1478.3667893160261, 2153.542397632706)
(1529.4394519848065, 2206.661730449283)
(1519.1671090522589, 2110.1501230020604)
(1470.3810456491283, 2091.101652785606)
(1477.8672488260581, 2001.084481513)
(1479.6170666602068, 2050.372018616938)
(1453.9730108989586, 2128.3343780054743)
(1508.413166696751, 2148.6286905544775)
(1461.4756617118921, 2204.0145096790957)
(1508.2229366734778, 2216.9591411821007)
(1511.5807532467645, 2158.7441154485637)
(1509.4940339416503, 1933.8438892619622)
(1487.1903603698368, 2040.8008705780314)
(1492.9262656479243, 2060.1154894402875)
(1465.7570107788124, 2119.494754117493)
(1486.9420428625758, 2167.006104059112)
(1463.983494163688, 2240.3198786401726)
(1506.9924925054402, 1947.8255704277824)
(1510.051661915606, 2093.7323586772545)
(1470.5920955963936, 2006.8610468111885)
(1489.1066828278206, 2055.82560095307)
(1492.3386478774073, 2248.0754292212505)
(1477.1944326319758, 2152.879537790879)
(1504.6715045367782, 2177.259414613485)
(1491.0941548656565, 2092.5593254419864)
(1497.9481949486394, 2098.247554712743)
(1492.2055185902727, 2139.461100538604)
(1481.2448985754882, 2131.807551206793)
(1489.0694152678248, 2131.4904959350556)
(1492.5017669611032, 2156.5570352058126)
(1476.2766844707724, 2293.74619620284)
(1502.9933429656367, 2083.7195539361273)
(1508.974180210846, 2077.3588705809525)
(1485.4773300309903, 2185.5215104623944)
(1468.3088818708827, 2176.707490980307)
(1485.2977633112907, 2123.4984985726387)
(1538.9702279357111, 2093.1142513469867)
(1482.5116235556725, 2314.492964074618)
(1487.2315201531273, 2044.906133049293)
(1485.679210105686, 2249.3838221280384)
(1507.0205901928664, 2144.876227098191)
(1488.0069691546269, 2185.836039745365)
(1488.1526538544701, 2043.062733861981)
(1521.8273972841769, 2202.5710807687246)
(1499.9937544704628, 2154.7140404454713)
(1484.4487659376484, 2119.7436163659454)
(1461.9175947825656, 2153.0559934161674)
(1502.2024330759823, 2003.3280704512144)
(1478.3256295327355, 2041.2852585182795)
(1473.5849130112888, 2142.124110045276)
(1494.1658796885313, 2123.975308546586)
(1527.6586576062477, 2174.076416043964)
(1490.969290089805, 2190.9148083595755)
(1522.306597914846, 2016.9252294640655)
(1500.3950344410014, 2158.2595060814983)
(1533.8258326514353, 2060.622915418145)
(1479.2564397898034, 2184.717615070581)
(1481.7793078331613, 2254.8793761307243)
(1511.8687371063118, 2061.5759095122517)
(1534.1080321785523, 2094.6330891523444)
(1494.1997617083875, 2000.760795843831)
(1497.261329910844, 2239.863137861434)
(1523.3705374590484, 2026.9439668927528)
(1500.2725684574407, 2189.4098906322906)
(1514.3668930023828, 2152.5278005332293)
(1485.6312792421165, 2202.251532937642)
(1479.7017584006162, 2110.5834970780124)
(1490.6764272591142, 2107.841048076628)
(1501.2227052074961, 2144.0544194552413)
(1500.078952894028, 2108.723980489038)
(1486.7963581627323, 2019.9663117735745)
(1515.0256603527516, 2174.1012469781917)
(1469.0223511650997, 2037.7498987901756)
(1486.2692266684935, 2088.7903067276443)
(1517.2682209781271, 2080.4666413027867)
(1496.3479540376288, 2130.7067012150173)
(1513.1200011983415, 2117.35440923317)
(1499.7628713470544, 2035.8399184288985)
(1489.0761863481036, 2033.3363683886807)
(1498.9162727657028, 1947.4611628467803)
(1515.4830543115802, 2124.560266934081)
(1467.690767620649, 2196.268405722731)
(1514.1790617714, 2090.8941029204975)
(1494.176542992105, 2066.59007284927)
(1470.7929889232407, 2088.2128190680905)
(1499.4095222400854, 2057.64772156997)
(1508.9064161711335, 2260.9319057441226)
(1505.1754173147342, 1949.5225799017226)
(1506.5408828790414, 1937.1176426093223)
(1478.954407086543, 2036.7321164187224)
(1513.9689985719835, 2100.8430285264853)
(1513.4931834814536, 1934.1123444225689)
(1467.6801043170753, 2228.577762762937)
(1492.4911036575295, 2216.9301704569316)
(1518.4439632023168, 1960.8597473334225)
(1510.8154608656832, 2100.4705647432725)
(1501.75372892503, 2146.163893479416)
(1465.1331121961487, 2166.185358173488)
(1482.8102707187934, 2135.3081501428046)
(1480.6664506775405, 2128.634073070924)
(1508.1004706899168, 2145.808528096156)
(1486.7856948591584, 2130.8764930134525)
(1483.1471721897587, 2102.3763718841865)
(1492.01190302686, 2182.577887137095)
(1474.2543436652313, 2162.2850791990504)
(1497.2787642946967, 2156.404753184398)
(1495.4268203362858, 2200.890621555599)
(1506.6367446061802, 2060.976043098297)
(1485.7629150982468, 2204.0979009673542)
(1502.7566755097985, 2149.0121459528805)
(1496.4563711774765, 2202.325699028004)
(1479.0594386862513, 2065.509701476916)
(1510.1799122315967, 2140.3015515719835)
(1504.539868680648, 2148.04827443204)
(1474.017676209393, 2162.4070354550695)
(1506.724341822036, 2058.0650520531985)
(1481.9143292294307, 2103.8099851251495)
(1512.4975146601194, 2078.694184507198)
(1497.0793643988538, 2166.290685362513)
(1496.655771073319, 2090.178650794476)
(1461.1736290086317, 2084.747816257439)
(1479.6238377404857, 2241.560152332615)
(1518.1336659877734, 2147.0736327228265)
(1490.3371269958582, 2144.0296957593737)
(1500.503451580849, 2026.4701257612062)
(1499.5213249200724, 2173.583750474688)
(1507.3284072285567, 2147.3602530379526)
(1482.2841259724034, 1988.775091122493)
(1513.3474987816103, 2135.493945154446)
(1504.6889389206306, 2130.71966872698)
(1487.4749586892444, 2122.3571834781237)
(1468.7532137338471, 2160.861060200679)
(1505.5931449212765, 2124.3633396394675)
(1466.6679878597372, 2202.0609073752835)
(1470.436254276132, 2209.9780793641294)
(1506.7326063333192, 2125.4087741696712)
(1473.4905447151543, 2185.284116112187)
(1505.5999160015554, 2041.7063981744168)
(1488.2436366104653, 2163.7804764926827)
